name,address,latitude,longitude
새서울안과의원,"서울특별시 동대문구 장한로 144, 3층 (장안동)",37.5731447,127.0721379
새서울연합의원,"서울특별시 노원구 동일로 1678, 2,4,5,6,7층 (상계동)",37.6781037,127.0557057
새서울외과의원,"서울특별시 동대문구 장한로 144, (장안동)",37.5731447,127.0721379
새서울이비인후과의원,"서울특별시 동대문구 장한로 144, 2, 4층 (장안동)",37.5731447,127.0721379
새서울정형외과의원,"서울특별시 성북구 보문로 123, (보문동2가)",37.5859975,127.0187491
새서울정형외과의원,"서울특별시 강남구 헌릉로 569, 4층 (세곡동)",37.4657595,127.1012408
새서울정형외과의원,"서울특별시 동대문구 장한로 144, (장안동)",37.5731447,127.0721379
새서울정형외과의원,"서울특별시 은평구 은평로 121, (응암동, 4층)",37.6004544,126.9210962
새솔키즈소아청소년과의원,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 4018~4020호 (둔촌동)",37.5274745,127.1370449
새얀안과의원,"서울특별시 종로구 삼일대로 395, 3층 (종로2가)",37.5698937,126.9873739
새연세재활의학과의원,"서울특별시 동작구 서달로 163, 6층 (흑석동)",37.5078889,126.9623927
새연세재활의학과의원,"서울특별시 은평구 갈현로 82, 3층 (역촌동)",37.6052717,126.9106903
새연세정형외과의원,"서울특별시 노원구 공릉로 187, 304호 (공릉동, 건설빌딩)",37.626473,127.0786598
새오름피부과의원,"서울특별시 동작구 동작대로 89, 골든시네마타워 3층 301호,301-1호 (사당동)",37.4846358,126.9816553
새잎마취통증의학과의원,"서울특별시 중랑구 겸재로 237, 4층 (망우동)",37.5900456,127.0939463
새절가정의학과의원,"서울특별시 은평구 가좌로 329, 2층 (신사동)",37.5964027,126.9086504
새천년연세의원,"서울특별시 서대문구 홍연길 87, 2층 (연희동)",37.5768721,126.9312482
새튼재활의학과의원,"서울특별시 도봉구 노해로65길 10, 2,3,5층 (창동)",37.6518354,127.0466202
새하나의원,"서울특별시 서대문구 연희로 103, 4층 (연희동)",37.5672362,126.9309257
새하늘내과의원,"서울특별시 동작구 사당로 300, 225호 (사당동, 이수자이상가)",37.4843925,126.9805813
새하늘이비인후과의원,"서울특별시 노원구 동일로 1548, (상계동)",37.6666795,127.0576424
새하얀피부과의원,"서울특별시 서초구 방배천로 5-3, 3층 (방배동)",37.4770623,126.9822612
새하얀피부과의원,"서울특별시 은평구 은평로 200-1, 4층 (응암동, 삼영빌딩)",37.6009716,126.9300175
새항외과의원,"서울특별시 금천구 시흥대로 225, 제이타워 604,605,606호 (시흥동)",37.4538129,126.9004586
새희망내과의원,"서울특별시 종로구 종로 347, 201호 (숭인동, 롯데캐슬 천지인)",37.5737459,127.0164919
새힘신경외과의원,"서울특별시 관악구 신림로 137, 3층 (신림동)",37.4711636,126.9340785
새힘재활의학과의원,"서울특별시 송파구 송파대로 167, B동 B208,209,210,211호 (문정동, 문정역테라타워)",37.4848354,127.1210395
색다른의원,"서울특별시 동작구 장승배기로 98, 장승빌딩 6층 (노량진동)",37.5064177,126.9400826
샘내과의원,"서울특별시 중구 다산로 133, 2층 (신당동)",37.5557895,127.0109389
샘스킨성형외과의원,"서울특별시 서초구 사평대로26길 47, 주혁빌딩 3층 (반포동)",37.4980544,126.9992312
샘신경정신과의원,"서울특별시 서초구 사평대로55길 8, 3층 (반포동, 신영빌딩)",37.5044968,127.0228609
샘킴비너스성형외과의원,"서울특별시 서초구 동광로 70, 2층 (방배동, 보배빌딩)",37.4925977,126.9902869
샛별안과의원,"서울특별시 영등포구 당산로44길 3, 410호 (당산동5가, 삼성타운)",37.5319526,126.9009551
생각과느낌의원,"서울특별시 강남구 도곡로 428, 웰리스빌딩 지상5층 (대치동)",37.4974734,127.0573511
생각과마음의원,"서울특별시 강남구 남부순환로381길 50, 2층 (도곡동)",37.4871594,127.0450474
생각의품정신건강의학과의원,"서울특별시 송파구 올림픽로35길 10, 파크리오 503호 (신천동)",37.5203138,127.1132814
생강의료생활협동조합 돋움의원,"서울특별시 영등포구 영신로 238, 2층 (영등포동8가, 미소로)",37.528555,126.9042167
생생마취통증의학과의원,"서울특별시 중랑구 겸재로 178, 2층 (면목동)",37.5881313,127.0872044
생활마취통증의학과의원,"서울특별시 서대문구 수색로 48, 대화빌딩 3층 (남가좌동)",37.570402,126.9136165
샤이니의원,"서울특별시 성동구 마조로 47, 양광빌딩 3,4층 (행당동)",37.5619144,127.0414599
샤인더마의원,"서울특별시 성동구 왕십리로 331, 공영빌딩 4층 (하왕십리동)",37.5626434,127.032817
샤인봄의원,"서울특별시 송파구 올림픽로 293-19, 310,311,312,321호 (신천동, 현대타워아파트)",37.515133,127.102499
샤인빔의원,"서울특별시 강남구 테헤란로1길 10, 세경빌딩 B1,2, 4층 (역삼동)",37.4989623,127.0282179
샤인빔의원,"서울특별시 노원구 노해로 460, 현대증권빌딩 (상계동)",37.6537259,127.0593147
샤인빔의원,"서울특별시 마포구 양화로 151, 5층, 6층, 7층 (동교동)",37.5562683,126.9223753
샤인빔의원,"서울특별시 강서구 공항대로 247, 퀸즈파크나인 C동 224~5, 322~8호 (마곡동)",37.5593135,126.8352391
샤인소아청소년과의원,"서울특별시 광진구 용마산로 57, 1층 (중곡동)",37.5587489,127.0875641
샤인영의원,"서울특별시 광진구 광나루로 382, 203호 (화양동)",37.5474591,127.0720944
샤인유 의원,"서울특별시 광진구 아차산로 191, 동신빌딩 4층 (화양동)",37.5420667,127.0651546
샤인의원,"서울특별시 마포구 월드컵북로 434, 207호 (상암동, 상암아이티타워)",37.5816533,126.8859573
샤인의원,"서울특별시 양천구 오목로 322, 보성빌딩 2층 (목동)",37.5245717,126.8730646
샤인의원,"서울특별시 강북구 숭인로 63, 송원빌딩 4층 (미아동)",37.6126413,127.0286644
샤인의원,"서울특별시 서초구 신반포로 339, 논현빌딩 213호 (잠원동)",37.5112794,127.0206137
샤프(SHARP)성형외과의원,"서울특별시 서초구 사평대로 368, 케이플라츠 신논현(구. 중앙화촌빌딩) 8층 (서초동)",37.5037924,127.0235428
서강정형외과의원,"서울특별시 서대문구 가좌로 65, 1,2층 (홍은동, 서강주상복합아파트)",37.5790991,126.9290009
서교외과의원,"서울특별시 마포구 양화로 133, 4층 (서교동, 서교타워)",37.5552513,126.9209815
서교정형외과의원,"서울특별시 마포구 월드컵로 80, 서교양경회관 5층 (서교동)",37.556205,126.9104446
서내과의원,"서울특별시 동작구 서달로 150, 203호 (흑석동, 이랜드해가든)",37.5066681,126.9622064
서내과의원,"서울특별시 강남구 선릉로86길 17, 3층 (대치동, 선릉 MT 빌딩)",37.5035623,127.05109
서내과의원,"서울특별시 관악구 남부순환로 1734, (봉천동)",37.4819927,126.9427856
서대문 봄 정신건강의학과의원,"서울특별시 서대문구 통일로 131, 공화당빌딩 2층 (충정로2가)",37.566156,126.9658718
서대문삼성내과의원,"서울특별시 중구 통일로 114, 바비엥-2 2층 201-1,201-2,202,203-1,203-2호 (의주로1가)",37.5652466,126.9679407
서대문연세이비인후과의원,"서울특별시 서대문구 통일로 131, 공화당빌딩 5층 (충정로2가)",37.566156,126.9658718
서대문우태하피부과의원,"서울특별시 서대문구 응암로 64, 2,3층 (북가좌동)",37.5787223,126.9107096
서대문정형외과의원,"서울특별시 서대문구 충정로 70, 웨스트게이트타워 2층 (미근동)",37.5647835,126.9664263
서동수위드어스정신건강의학과의원,"서울특별시 서초구 헌릉로 176, 서울영동농협종합시설 4층 403~405호 (내곡동)",37.4566068,127.0595071
서래가정의학과의원,"서울특별시 서초구 사평대로26길 38, 무주빌딩 202호 일부. 501호 (반포동)",37.4985046,126.9989255
서래마을연세정형외과의원,"서울특별시 서초구 서래로 8, 2층 (반포동)",37.4955978,126.9982636
서래성형외과의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 4층 413~414호 (반포동)",37.5049309,126.9995048
서리풀성모여성의원,"서울특별시 서초구 방배로 98, 나우빌딩 3층 (방배동)",37.4831457,126.9968998
서리풀성모정형외과의원,"서울특별시 서초구 동작대로 120, 성산빌딩 6층 (방배동)",37.4872635,126.9827181
서부성모의원,"서울특별시 은평구 불광로 60, 2층 201호 (불광동)",37.6122936,126.932156
서부성심의원,"서울특별시 은평구 진흥로 91, 1층 (역촌동)",37.6050264,126.9218843
서상렬내과의원,"서울특별시 중구 새문안로 32, (충정로1가, 동양빌딩)",37.5679288,126.9692398
서상우성형외과의원,"서울특별시 강남구 압구정로28길 40, 신사동 더원 빌딩 4층 (신사동)",37.5239487,127.0274897
서서울의원,"서울특별시 강서구 등촌로 69, 우덕빌딩 3층 (등촌동)",37.5362349,126.863166
서세웅내과의원,"서울특별시 강남구 도산대로 110, 케이비엘 센터 401호 (논현동)",37.5162749,127.0210472
서소아과의원,"서울특별시 광진구 뚝섬로 631-1, (자양동)",37.5320483,127.0799885
서승표정형외과의원,"서울특별시 관악구 남부순환로 1574, 지하1~6층 (신림동)",37.4834514,126.9253521
서아송피부과의원,"서울특별시 서초구 강남대로39길 5, 202호,203호 (서초동, 서초두산위브)",37.4861896,127.0326405
서아송피부과의원,"서울특별시 송파구 올림픽로 106, 6층 (잠실동, 상록빌딩)",37.5114019,127.0825724
서여의도의원,"서울특별시 영등포구 국회대로70길 18, 한양빌딩 2층 2호 (여의도동)",37.5288954,126.9203587
서영탁내과의원,"서울특별시 양천구 등촌로 188, 지하1층 제B01호, 제1층 제101호 (목동)",37.5464343,126.8630682
서울 복십자의원,"서울특별시 관악구 남부순환로 1533, 1,2층 (신림동)",37.4833,126.9209299
서울36의원,"서울특별시 강남구 테헤란로 238, 마크로젠빌딩 지하1층 1호 (역삼동)",37.5020534,127.0422302
서울ND(엔디)의원,"서울특별시 강남구 선릉로 641, 3층 302, 303호 (논현동)",37.5137633,127.0423077
서울N비뇨의학과의원,"서울특별시 노원구 동일로 1380, 상계동 국민은행 6층 (상계동)",37.65174,127.0616737
서울S비뇨기과의원,"서울특별시 관악구 관악로 165, 7층 (봉천동)",37.4800778,126.9521225
서울U비뇨의학과의원,"서울특별시 서대문구 통일로 135, 충정빌딩 3층 (충정로2가)",37.5664321,126.9654743
서울WE좋은내과의원,"서울특별시 구로구 시흥대로 551, 광희빌딩 3층 (구로동)",37.4825399,126.9002463
서울W내과의원,"서울특별시 관악구 관악로 165, (봉천동, 양지빌딩)",37.4800778,126.9521225
서울W정신건강의학과의원,"서울특별시 금천구 가산디지털1로 181, 가산 더블유센터 214호 (가산동)",37.481425,126.8803936
서울가정의원,"서울특별시 동작구 만양로 26, 206호 (상도동, 건영아파트상가)",37.5077626,126.9499848
서울가정의원,"서울특별시 광진구 아차산로29길 51, 2층 (화양동)",37.5431368,127.0691091
서울가정의원,"서울특별시 양천구 월정로50길 10, (신월동, 신흥주택)",37.541674,126.8310651
서울가정의원,"서울특별시 서대문구 증가로20가길 89, 2층 (북가좌동, 양지빌딩)",37.5824365,126.9194739
서울가정의원,"서울특별시 중구 퇴계로86길 11, 2층 (신당동)",37.5650338,127.0198724
서울가정의원,"서울특별시 관악구 난곡로 209, 2층 (신림동)",37.4734841,126.9181506
서울가정의학과의원,"서울특별시 성동구 독서당로 384, (응봉동)",37.5499106,127.0310936
서울가정의학과의원,"서울특별시 마포구 포은로 68, 2층 (망원동)",37.5532525,126.9063202
서울가정의학과의원,"서울특별시 관악구 구암길 106, 205호 (봉천동, 관악드림타운분산상가)",37.4915838,126.9483697
서울가정의학과의원,"서울특별시 서대문구 세검정로1길 93, 상가A동 207호 (홍은동, 벽산아파트)",37.5946868,126.945476
서울가정의학과의원,"서울특별시 종로구 통일로12길 23, 308호 (무악동, 무악현대아상가)",37.5741208,126.9601562
서울가정의학과의원,"서울특별시 성북구 종암로27길 13, 302호 (종암동, 도원프라자)",37.6026495,127.0314131
서울가정의학과의원,"서울특별시 강북구 솔샘로 243, (미아동)",37.6200445,127.0196775
서울가정의학과의원,"서울특별시 구로구 디지털로31길 90, 가동 209호 (구로동, 삼성래미안아파트)",37.4875908,126.8919379
서울가정의학과의원,"서울특별시 중구 서소문로 138, 대한일보빌딩 201호 (태평로2가)",37.5636696,126.976307
서울가정의학과의원,"서울특별시 강서구 가로공원로76길 56, 2층 (화곡동)",37.5345299,126.837821
서울가정의학과의원,"서울특별시 강동구 양재대로 1466, (길동)",37.5367599,127.1398828
서울강남재활의학과의원,"서울특별시 강남구 선릉로 227, 102호 (도곡동)",37.495847,127.0527545
서울강민신경과의원,"서울특별시 강서구 강서로 323, 2층 (내발산동)",37.5546873,126.8365498
서울강안과의원,"서울특별시 송파구 오금로 505, (거여동, 201호)",37.4932219,127.1449105
서울건강내과의원,"서울특별시 광진구 자양로15길 51-1, 진덕빌딩 2층 (자양동)",37.5351259,127.080755
서울건우정형외과의원,"서울특별시 강동구 고덕로 429, 2,3층 (강일동)",37.5575025,127.1735035
서울건우정형외과의원,"서울특별시 노원구 공릉로46길 3, 3층 301호 (공릉동, 공릉동평화타운)",37.6271603,127.0791936
서울건탑재활의학과의원,"서울특별시 양천구 등촌로 30, 지하1,1,2층 (목동)",37.5327134,126.8641008
서울경희365의원,"서울특별시 양천구 목동동로 293, 현대41타워 2층 204호 (목동)",37.5281774,126.8757769
서울경희통합의원,"서울특별시 성북구 동소문로 40, 2, 3층 (동소문동3가)",37.5900715,127.0104822
서울고마운정형외과의원,"서울특별시 영등포구 국제금융로 39, 109호 (여의도동)",37.5241513,126.9298964
서울고수정형외과의원,"서울특별시 중랑구 면목로 403, 4,5,6,7층 (면목동)",37.5878548,127.0874651
서울공릉재활의학과의원,"서울특별시 노원구 동일로 1028, 한의학명가 2층 (공릉동)",37.6220239,127.0745106
서울구로디지털의원,"서울특별시 구로구 디지털로27가길 17, 오닉스 지식산업센터 201~208호 (구로동)",37.4843875,126.8923346
서울국민건강내과의원,"서울특별시 중랑구 면목로 403, 2층 (면목동)",37.5878564,127.0874725
서울굿모닝내과의원,"서울특별시 중랑구 면목로 418, 2층 (면목동)",37.5892522,127.0876382
서울굿모닝내과의원,"서울특별시 광진구 뚝섬로 595, 2층 (자양동)",37.5332088,127.0762003
서울굿슬립정신건강의학과의원,"서울특별시 금천구 디지털로9길 46, 이앤씨드림타워7차 2층 201호 (가산동)",37.4800346,126.8870915
서울권앤김내과의원,"서울특별시 송파구 석촌호수로 61, 3층 308호 (잠실동, 트리지움상가)",37.5107806,127.0861952
서울귀감이비인후과의원,"서울특별시 강남구 도산대로 326, 대동타워 6층 (논현동)",37.5223542,127.037756
서울귀한이비인후과의원,"서울특별시 종로구 새문안로3길 15, 동원빌딩 3층 (당주동)",37.5717083,126.9723185
서울그레이스피부과의원,"서울특별시 강남구 도산대로 427, 파모소빌딩 9층 (청담동)",37.5240043,127.042583
서울그린정형외과의원,"서울특별시 강동구 천호대로 1099, 정산타워빌딩 2층 (천호동)",37.5357686,127.1341414
서울글로우안과의원,"서울특별시 노원구 노해로 507, 와우쇼핑몰 3층 (상계동)",37.6554251,127.063937
서울기운찬정형외과의원,"서울특별시 송파구 석촌호수로 76, 2층 (잠실동)",37.5095416,127.0858457
서울김내과의원,"서울특별시 동작구 장승배기로 34, 대한카센타 4층 (상도동)",37.5011562,126.9415797
서울김내과의원,"서울특별시 서초구 논현로 63, 한덕빌딩 1층 (양재동)",37.4758533,127.0460657
서울김안과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 지하1층 B35,B36,B37,B40호 (길음동, 길음역롯데캐슬트윈골드아파트)",37.6038013,127.0234729
서울김정아소아청소년과의원,"서울특별시 관악구 관악로 234, 2층 (봉천동)",37.4849768,126.9563113
서울나솔마취통증의학과의원,"서울특별시 성동구 독서당로40길 39, 옥수 어울림 109,110호 (옥수동)",37.54171,127.0180084
서울나아가는정신건강의학과의원,"서울특별시 성동구 아차산로 49, 서울숲 코오롱디지털타워 Ⅲ 2층 204호 (성수동1가)",37.546822,127.0500492
서울남부교도소부속의원,"서울특별시 구로구 금오로 867, (천왕동)",37.4771593,126.8371928
서울남부구치소부속의원,"서울특별시 구로구 금오로 865, (천왕동)",37.4771593,126.8371928
서울남부지방법원 부속 의원,"서울특별시 양천구 신월로 386, 서울남부지방법원 6층 609호 (신정동)",37.5216107,126.8635549
서울내과의원,"서울특별시 도봉구 도봉로 488, (창동)",37.6489936,127.0352813
서울내과의원,"서울특별시 광진구 광나루로 351, 2층 (군자동)",37.5484177,127.0689976
서울내과의원,"서울특별시 강남구 역삼로77길 23, 4,5층 (대치동)",37.5039541,127.0559781
서울내과의원,"서울특별시 중구 청구로 70, 신진빌딩 5층 (신당동)",37.5601248,127.0146247
서울내과의원,"서울특별시 중랑구 공릉로2길 8-4, 2층 203~206호 (묵동, 칼튼테라스)",37.6118425,127.0782455
서울내과의원,"서울특별시 구로구 가마산로 268, 대림역와이즈플레이스 2층 (구로동)",37.4957168,126.8902483
서울내과의원,"서울특별시 강서구 양천로 73, 2층 201호 (방화동)",37.5737353,126.8118189
서울내과의원,"서울특별시 영등포구 의사당대로 26, 208, 209호 (여의도동)",37.5265371,126.9181067
서울내몸케어내과의원,"서울특별시 양천구 남부순환로 352, 2층 (신월동)",37.53556,126.8278833
서울내외의원,"서울특별시 광진구 구의강변로 99, (구의동)",37.5395277,127.0938519
서울넘버원내과의원,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 5층 501-2호 (창동)",37.6544068,127.0497957
서울넘버원정형외과의원,"서울특별시 강북구 삼양로 190, 백운M빌딩 2~4층 (미아동)",37.6208438,127.0209334
서울노마취통증의학과의원,"서울특별시 관악구 남부순환로 1619, 영일빌딩 5층 (신림동)",37.4846557,126.930519
서울눈에빛안과의원,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 104동 401호 (신도림동)",37.5100374,126.8883336
서울뉴젠비뇨기과의원,"서울특별시 강남구 테헤란로 514, 11층 (대치동, 삼흥2빌딩)",37.5074386,127.0597679
서울늘봄메디칼내과의원,"서울특별시 구로구 구로중앙로 217, 이안과빌딩 3층 (구로동)",37.5049627,126.8766224
서울다혜의원,"서울특별시 종로구 종로 243, 3층 (종로5가)",37.5713197,127.0049049
서울당신의내과의원,"서울특별시 성동구 아차산로7길 15-1, 제이제이빌딩 1~2층 (성수동2가)",37.5464577,127.054473
서울대니엘정신건강의학과의원,"서울특별시 성동구 뚝섬로 321-1, 2층 (성수동1가)",37.5411553,127.0468486
서울대방내과의원,"서울특별시 동작구 등용로 115, 2층 201호 (대방동, 엘리시아빌딩)",37.5114623,126.9317563
서울대입구 닥터에버스의원,"서울특별시 관악구 관악로 164, 305,306호 (봉천동, 대우디오슈페리움1단지)",37.4797395,126.9528757
서울대입구더원내과의원,"서울특별시 관악구 남부순환로 1830, 2층 (봉천동)",37.4808229,126.953191
서울대입구예쁨주의쁨의원,"서울특별시 관악구 관악로 164, 206.207.210호 (봉천동, 대우디오슈페리움1단지)",37.4797395,126.9528757
서울대입구정형외과의원,"서울특별시 관악구 관악로 186, 5층 (봉천동)",37.4815331,126.9534186
서울대치탑의원,"서울특별시 강남구 남부순환로 2936, 304호 (대치동)",37.493385,127.0618767
서울대통마취통증의학과의원,"서울특별시 은평구 통일로 869, 서연빌딩 3,6층 (갈현동)",37.6203877,126.919819
서울대학교병원 강남의원,"서울특별시 강남구 테헤란로 152, (역삼동, 강남파이낸스센터 38층,39층, 3층일부)",37.5000263,127.0365456
서울대학교직장부속의원,"서울특별시 관악구 관악로 1, 63동 3층 (신림동)",37.464007,126.9522394
서울대항유외과의원,"서울특별시 서대문구 신촌로 183, 유인빌딩 4층 (대현동)",37.5570841,126.9463283
서울더나은마취통증의학과의원,"서울특별시 송파구 양재대로 1164, 홍일빌딩 1층 (오금동)",37.5110472,127.128258
서울더나은정신건강의학과의원,"서울특별시 송파구 중대로 101, 동부썬빌 2층 206호 (가락동)",37.4933874,127.1197278
서울더맑은피부과의원,"서울특별시 광진구 아차산로 480, 2층 201호 (구의동)",37.5404545,127.0952435
서울더블유W내과의원,"서울특별시 강북구 삼양로 258, 2층 (미아동)",37.6263702,127.0184577
서울더숲정신건강의학과의원,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 5층 (역삼동)",37.4996461,127.0358567
서울동부구치소부속의원,"서울특별시 송파구 정의로 37, (문정동)",37.4820072,127.1164855
서울동부지방법원부속의원,"서울특별시 송파구 법원로 101, 서울동부지방법원 331호 (문정동)",37.4833447,127.119679
서울동아의원,"서울특별시 노원구 공릉로 99, 서울동아의원 (공릉동)",37.6190886,127.078193
서울동안미의원,"서울특별시 관악구 봉천로 212, 2층 (신림동)",37.4896528,126.9250741
서울동안의원,"서울특별시 송파구 올림픽로 100, 효창타워 7층 (잠실동)",37.5114163,127.0816891
서울듀크의원,"서울특별시 종로구 율곡로 47, 3층 (안국동, 걸스카웃회관)",37.5763394,126.9845959
서울드림내과의원,"서울특별시 양천구 신월로 177, 도이치빌딩 2층 (신월동)",37.5190535,126.8427877
서울드림의원,"서울특별시 영등포구 신길로 42, 2층 (신길동)",37.4964817,126.9086461
서울드림이비인후과의원,"서울특별시 송파구 송파대로 570, 2층 (신천동, 타워730)",37.5157873,127.0991124
서울드림재활의학과의원,"서울특별시 성북구 화랑로11길 23-6, 201,202,203,301,302,303호 (하월곡동)",37.6035772,127.0416558
서울드림정형외과의원,"서울특별시 구로구 고척로 239, 힘찬테크 4층 (고척동)",37.5067064,126.8595806
서울디딤정신건강의학과의원,"서울특별시 관악구 남부순환로 1905, 2층 (봉천동)",37.4783276,126.9611573
서울뜰정신건강의학과의원,"서울특별시 송파구 올림픽로 106, 상록빌딩 5층 일부호 (잠실동)",37.5114019,127.0825724
서울라움결정신건강의학과의원,"서울특별시 서초구 서초대로 307, 장안빌딩 2층 내제나호 (서초동)",37.4944061,127.0151321
서울라인성형외과의원,"서울특별시 동대문구 천호대로 295, 2층 (답십리동)",37.5664644,127.053869
서울라파의원,"서울특별시 광진구 광나루로 534, (구의동)",37.544624,127.0887082
서울라헬여성의원,"서울특별시 마포구 마포대로 109, 2, 3층 (공덕동, 롯데캐슬프레지던트)",37.5450054,126.9512549
서울락비뇨기과의원,"서울특별시 종로구 종로 19, 르메이에르종로타운 325호 (종로1가)",37.5708345,126.9798606
서울레마정신건강의학과의원,"서울특별시 강남구 압구정로30길 16, 아크힐즈16 5층 (신사동)",37.5264419,127.0290645
서울레전드피부과의원,"서울특별시 강남구 선릉로 660, 2층 에프205호 (삼성동, 브라운스톤 레전드)",37.5155528,127.0423646
서울로움산부인과의원,"서울특별시 구로구 경인로 204, 401호 (오류동)",37.4956809,126.8438931
서울류내과의원,"서울특별시 강북구 한천로 1120, 영우빌딩 2층 (수유동)",37.6450978,127.0200412
서울류마내과의원,"서울특별시 용산구 한강대로 109, 301호 (한강로2가, 용성비즈텔)",37.5300048,126.9681669
서울리거피부과의원,"서울특별시 강남구 논현로 847, 서울리거 (신사동)",37.5246861,127.0281071
서울리더스비뇨의학과의원,"서울특별시 강남구 테헤란로87길 13, 서영빌딩 10층 (삼성동)",37.5086361,127.0586131
서울리더스비뇨의학과의원,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 2층 201,202,203호 (목동)",37.5247776,126.8758208
서울리더스안과의원,"서울특별시 강서구 화곡로 157, Roi빌딩 2층 203,204호 (화곡동)",37.5415721,126.8391247
서울리샤인의원,"서울특별시 강남구 선릉로 422, 전우빌딩 6층 (대치동)",37.502691,127.0501624
서울리센츠내과 영상의학과의원,"서울특별시 송파구 올림픽로 145, 리센츠 4층 4씨 03호 (잠실동)",37.5119636,127.0870103
서울리안안과의원,"서울특별시 동대문구 답십리로 288, 씨젠 메디칼 타워 4층 4-2호 (장안동)",37.5719099,127.0723918
서울린소아청소년과의원,"서울특별시 동대문구 답십리로 267, 3~5층 (장안동)",37.5727128,127.0700662
서울림안과의원,"서울특별시 용산구 서빙고로 17, 센트럴파크몰 2층 2002호 (한강로3가)",37.5257665,126.9678526
서울마음등대정신건강의학과의원,"서울특별시 서초구 서초대로52길 38, 크란츠빌딩 8층 (서초동)",37.4921216,127.0145997
서울마음숲정신건강의학과의원,"서울특별시 서초구 서초중앙로24길 27, G5센트럴프라자 2층 213호 (서초동)",37.4954178,127.0164171
서울마취통증의학과의원,"서울특별시 강서구 화곡로 153, (화곡동)",37.5414891,126.8387541
서울마취통증의학과의원,"서울특별시 성동구 왕십리로 315, 6층 (행당동, 한동타워)",37.5617465,127.0342572
서울맑은눈안과의원,"서울특별시 성북구 종암로 122, 시원빌딩 2층 203호 (종암동)",37.6011698,127.0339268
서울맥마취통증의학과의원,"서울특별시 노원구 노해로 480, 조광빌딩 6층 (상계동)",37.6541852,127.0614531
서울메가마취통증의학과의원,"서울특별시 송파구 송파대로 381, 형제빌딩 2층 (석촌동)",37.5014233,127.1101902
서울메디안의원,"서울특별시 강동구 성안로 156, 3층 (길동)",37.5368812,127.1354283
서울메디이비인후과의원,"서울특별시 금천구 금하로 720, 2층 203호 (시흥동, 에벤에셀프라자)",37.4504709,126.909473
서울메디칼연합의원,"서울특별시 중랑구 신내역로 165, 2층 (신내동)",37.6154454,127.1100124
서울메디칼의원,"서울특별시 서초구 서운로 216, 동인빌딩 2층 (서초동)",37.5023808,127.0218913
서울메디케어의원,"서울특별시 마포구 마포대로 156, 지하1층 (공덕동, 공덕푸르지오시티)",37.5479194,126.954371
서울메디탑내과의원,"서울특별시 양천구 오목로 147, 3층 (신정동, 제이클래스목동주상복합)",37.5249836,126.8536171
서울메디투어의원,"서울특별시 동대문구 장한로 10, 5층, 6층 (장안동)",37.5623559,127.0655112
서울메디피아의원,"서울특별시 금천구 가산디지털1로 149, 201,202호 (가산동, 이노플렉스2차)",37.4787416,126.8818627
서울메타비뇨의학과의원,"서울특별시 마포구 마포대로 109, 3층 (공덕동, 롯데캐슬프레지던트)",37.5450054,126.9512549
서울모두신경과의원,"서울특별시 관악구 남부순환로 1733, 6층 (봉천동)",37.4825674,126.9427765
서울목동마취통증의학과의원,"서울특별시 양천구 목동중앙북로 7, 202-1호,203호,203-1호호 (목동, 신한이모르젠)",37.5490221,126.8644815
서울미라클의원,"서울특별시 양천구 중앙로 232, 2,3,4층 (신정동)",37.5173387,126.8544505
서울미래마취통증의학과의원,"서울특별시 동대문구 천호대로 273, 4층 (답십리동)",37.5678418,127.0520554
서울미래정형외과의원,"서울특별시 성북구 종암로21길 3, 용진빌딩 4,5층 401,402,501,502호 (종암동)",37.5988294,127.0341487
서울바램의원,"서울특별시 서대문구 신촌역로 20, 2층, 3층 201호, 301호, 302호 (대현동)",37.5583649,126.9431533
서울바른가정의학과의원,"서울특별시 성북구 정릉로10길 42-2, 3층 (정릉동)",37.6080424,126.9996029
서울바른내과의원,"서울특별시 강북구 삼양로 502, 3~4층 (수유동)",37.6479686,127.014666
서울바른마취통증의학과의원,"서울특별시 구로구 경인로 319, 대림프라자 2,3층 301,302,305,306,307호 (개봉동)",37.4976102,126.8556191
서울바른비뇨의학과의원,"서울특별시 은평구 통일로 856, 메트로타워 3층 3010호 (불광동)",37.6197065,126.9216803
서울바른신경외과의원,"서울특별시 양천구 목동중앙북로4길 6, 2층 (목동)",37.5484139,126.8642844
서울바른안과의원,"서울특별시 광진구 천호대로 556, 5층 (능동)",37.5567354,127.0797133
서울바른외과의원,"서울특별시 송파구 중대로 24, 1층 110호 (문정동, 올림픽훼밀리타운)",37.4902451,127.1187912
서울박내과의원,"서울특별시 강남구 남부순환로397길 57, 4,5,6층 (대치동, 대치메디칼센터)",37.4930574,127.0583169
서울박내과의원,"서울특별시 강서구 화곡로 179, 대한상공회의소서울기술교육센터 8층 (화곡동)",37.5423051,126.8412894
서울박현경내과의원,"서울특별시 송파구 가락로 111, 영보빌딩 2층 201호 (석촌동)",37.5015614,127.1083511
