name,line,address,latitude,longitude,district_name
석천사거리,인천지하철 2호선,인천광역시 남동구 구월로 지하 181 (구월동),37.4569323,126.710383,
모래내시장,인천지하철 2호선,인천광역시 남동구 구월로 지하 255 (구월동),37.455842,126.719578,
만수,인천지하철 2호선,인천광역시 남동구 구월로 지하 367 (만수동),37.454962,126.731764,
남동구청,인천지하철 2호선,인천광역시 남동구 인주대로 지하 889 (만수동),37.448179,126.736581,
인천대공원,인천지하철 2호선,인천광역시 남동구 수인로 3677 (장수동),37.448475,126.753051,
운연,인천지하철 2호선,인천광역시 남동구 매소홀로 1229 (운연동),37.439533,126.759609,
까치울,도시철도 7호선,경기도 부천시 원미구 길주로 지하 626 (춘의동),37.506236,126.81095,
부천종합운동장,도시철도 7호선,경기도 부천시 원미구 길주로 지하 502 (춘의동),37.505381,126.79735,
춘의,도시철도 7호선,경기도 부천시 원미구 길주로 지하 406 (춘의동),37.50365,126.787069,
신중동,도시철도 7호선,경기도 부천시 원미구 길주로 지하 314 (중동),37.503081,126.776161,
부천시청,도시철도 7호선,경기도 부천시 원미구 길주로 지하 202 (중동),37.504611,126.763561,
상동,도시철도 7호선,경기도 부천시 원미구 길주로 지하 104 (상동),37.505769,126.753081,
삼산체육관,도시철도 7호선,인천광역시 부평구 길주로 지하 713 (삼산동),37.506431,126.742081,
굴포천,도시철도 7호선,인천광역시 부평구 길주로 지하 623 (삼산동),37.50695,126.731481,
부평구청,도시철도 7호선,인천광역시 부평구 길주로 지하 527 (갈산동),37.507523,126.721356,
산곡,도시철도 7호선,인천광역시 부평구 길주로 지하 379 (산곡동),37.508547,126.70351,
남영역,경부선,서울시 용산구 한강대로 77길 25(갈월동),37.540597,126.971171,
용산역,경부선,서울시 용산구 한강대로 23길 55(한강로 3가 40-999),37.52989,126.964775,
용산역,경원선,서울시 용산구 한강대로 23길 55(한강로 3가 40-999),37.52989,126.964775,
노량진역,경부선,서울시 동작구 노량진로 151,37.514072,126.941671,
대방역,경부선,서울시 영등포구 여의대방로 300,37.513392,126.926407,
영등포역,경부선,서울시 영등포구 경인로 846(영등포동 1가 618-496),37.515756,126.907411,
신도림역,경부선,서울시 구로구 새말로 117-21,37.508983,126.891513,
이촌역,경원선,서울시 용산구 이촌로 71길 42,37.522476,126.973816,
서빙고역,경원선,서울시 용산구 서빙고로 238(서빙고동 241-11),37.51961,126.988358,
한남역,경원선,서울시 용산구 독서당로6길 12-13(한남동),37.529361,127.008984,
옥수역,경원선,서울시 성동구 동호로 지하21(옥수동),37.540514,127.018698,
응봉역,경원선,서울시 성동구 고산자로 123(응봉동),37.550433,127.034824,
왕십리역,경원선,서울시 성동구 왕십리 광장로 17(행당동),37.561728,127.038405,
왕십리역,분당선,서울시 성동구 왕십리 광장로 17(행당동),37.5610128,127.038705,
청량리역,경원선,서울시 동대문구 왕산로 214,37.580543,127.048077,
청량리역,경의중앙선,서울시 동대문구 왕산로 214,37.580043,127.047588,
회기역,경원선,서울시 동대문구 회기로196(휘경동 317-101),37.589602,127.057936,
회기역,경의중앙선,서울시 동대문구 회기로196(휘경동 317-101),37.589802,127.057936,
외대앞역,경원선,서울시 동대문구 휘경로 27(이문동 360-5),37.596157,127.063572,
신이문역,경원선,서울시 동대문구 한천로 472(이문로 7),37.601829,127.067347,
석계역,경원선,서울시 노원구 화랑로 341(월계동 36-4),37.615206,127.065594,
광운대역,경원선,서울시 노원구 석계로 98-2(광운대역),37.62357,127.06181,
광운대역,경의중앙선,서울시 노원구 석계로 98-2(광운대역),37.6239,127.062,
광운대역,경춘선,서울시 노원구 석계로 98-2(광운대역),37.623635,127.061975,
월계역,경원선,서울시 노원구 월계로 53길 40(월계2동 261),37.633114,127.058835,
녹천역,경원선,서울시 도봉구 덕릉로 376(창동),37.644599,127.051406,
창동역,경원선,서울시 도봉구 마들로 11길 77(창1동 135-86),37.653181,127.047663,
선릉역,분당선,서울시 강남구 테헤란로 지하 340,37.504479,127.048941,
한티역,분당선,서울시 강남구 선릉로 지하 228,37.496208,127.052883,
도곡역,분당선,서울시 강남구 남부순환로 지하 2814,37.490914,127.055393,
구룡역,분당선,서울시 강남구 개포동 175-3,37.486985,127.059496,
개포동역,분당선,서울시 강남구 개포동 지하 420(개포동),37.489112,127.066027,
대모산입구역,분당선,서울특별시 강남구 개포로 522,37.491347,127.072702,강남구
수서역,분당선,서울시 강남구 광평로 지하 270(수서동),37.487633,127.101118,
복정역,분당선,서울특별시 송파구 송파대로 6,37.469753,127.126627,송파구
신길역,경부선,서울시 영등포구 영등포로 327,37.517018,126.917743,
중랑역,경의중앙선,서울특별시 중랑구 중랑역로 9,37.594948,127.076152,중랑구
중랑역,경춘선,서울특별시 중랑구 중랑역로 9,37.594948,127.076152,중랑구
상봉역,경의중앙선,서울시 중랑구 망우로 297(상봉1동 100-9번지),37.596754,127.085553,
상봉역,경춘선,서울시 중랑구 망우로 297(상봉1동 100-9번지),37.595254,127.085853,
망우역,경의중앙선,서울시 중랑구 망우로 55길 11-10,37.599288,127.092318,
망우역,경춘선,서울시 중랑구 망우로 55길 11-10,37.599988,127.092031,
구리역,경의중앙선,경기도 구리시 건원대로 34번길 32-29(인창동 244-2),37.60326,127.143373,
도농역,경의중앙선,경기도 남양주시 경춘로 433(도농동 56-1),37.608756,127.161105,
양정역,경의중앙선,경기도 남양주시 경강로 237(이패동 398-32),37.604269,127.194602,
덕소역,경의중앙선,경기도 남양주시 와부읍 덕서로 56(덕소리 590-17),37.586892,127.208835,
도심역,경의중앙선,경기도 남양주시 와부읍 덕소로 237(도곡리 1024-2),37.579628,127.222798,
팔당역,경의중앙선,경기도 남양주시 와부읍 팔당로 107번길,37.547321,127.243896,
서울역(경의선),경의중앙선,서울시 중구 한강대로 405,37.556713,126.971387,
신촌역,경의중앙선,서울특별시 서대문구 신촌역로 30 신촌민자역사,37.559768,126.942308,서대문구
효창공원앞역,경의중앙선,서울시 용산구 용문동 5-157,37.538789,126.962339,
공덕역,경의중앙선,서울시 마포구 공덕동 마포대로 92,37.542711,126.952134,
서강대역,경의중앙선,서울시 마포구 서강로 지하 118,37.552132,126.935389,
홍대입구역,경의중앙선,서울시 마포구 양화로 지하 188,37.55758,126.926833,
가좌역,경의중앙선,서울시 서대문구 수색로 27(남가좌동),37.568611,126.914841,
디지털미디어시티역,경의중앙선,서울시 은평구 수색로 193(수색동 37-2),37.577964,126.900421,
수색역,경의중앙선,서울시 은평구 수색로 261-1,37.580855,126.895681,
한국항공대,경의중앙선,경기도 고양시 덕양구 화랑로 53(화전동 183-10),37.603102,126.868291,
강매역,경의중앙선,경기도 고양시 덕양구 소원로 202,37.612396,126.844537,
행신역,경의중앙선,경기도 고양시 덕양구 행신동 충경로 124번지(행신2동 812),37.612125,126.834063,
능곡역,경의중앙선,경기도 고양시 덕양구 토당로 35(토당동 454-3),37.618741,126.82089,
능곡역,서해선,경기도 고양시 덕양구 토당로 35(토당동 454-3),37.618741,126.8206,
곡산역,경의중앙선,경기도 고양시 일산동구 경의로 160(백석동),37.645729,126.801877,
곡산역,서해선,경기도 고양시 일산동구 경의로 160(백석동),37.645729,126.801877,
백마역,경의중앙선,경기도 고양시 일산동구 경의로 318(풍동 482-8),37.658346,126.794401,
백마역,서해선,경기도 고양시 일산동구 경의로 318(풍동 482-8),37.658346,126.794401,
풍산역,경의중앙선,경기도 고양시 일산동구 경의로 486(풍동),37.672173,126.786355,
풍산역,서해선,경기도 고양시 일산동구 경의로 486(풍동),37.672173,126.786355,
일산역,경의중앙선,경기도 고양시 일산서구 경의로 672,37.682231,126.769521,
일산역,서해선,경기도 고양시 일산서구 경의로 672,37.682231,126.769521,
탄현역,경의중앙선,경기도 고양시 일산서구 경의로 856(덕이동),37.694114,126.761075,
야당역,경의중앙선,경기도 파주시 소리천로 10,37.712749,126.761535,
운정역,경의중앙선,경기도 파주시 운정역길 368(야당동 299-4번지),37.725441,126.767076,
금릉역,경의중앙선,경기도 파주시 금릉역로85,37.751295,126.765401,
금촌역,경의중앙선,경기도 파주시 새꽃로 193,37.766106,126.774515,
월롱역,경의중앙선,경기도 파주시 월롱면 통일로 980,37.796201,126.792574,
신내역,경춘선,서울시 중랑구 망우동 320-2,37.612855,127.103277,
갈매역,경춘선,경기도 구리시 갈매동 경춘북로 229(갈매동 502-18),37.634135,127.114803,
별내역,경춘선,경기도 남양주시 경춘북로 375(별내동 182-5),37.642221,127.127208,
퇴계원역,경춘선,경기도 남양주시 퇴계원면 경춘북로 545(퇴계원리 218-8),37.648316,127.143858,
사릉역,경춘선,경기도 남양주시 진건읍 진건우회로 72-8(사능리 590-2),37.651145,127.176839,
금곡역,경춘선,경기도 남양주시 경춘로 903(금곡동 404-276),37.637414,127.207931,
평내호평역,경춘선,경기도 남양주시 경춘로 1375(평내동 156),37.653229,127.244452,
천마산역,경춘선,경기도 남양주시 화도읍 묵현로 25번길 37,37.658995,127.285731,
선바위역,안산과천선,경기도 과천시 중앙로 440,37.451854,127.002164,
경마공원역,안산과천선,경기도 과천시 경마공원대로 105,37.443987,127.007899,
대공원역,안산과천선,경기도 과천시 대공원로 50,37.435724,127.006474,
과천역,안산과천선,경기도 과천시 별양로 지하 177,37.432805,126.996404,
정부과천청사역,안산과천선,경기도 과천시 중앙로 지하 100,37.426445,126.989802,
인덕원역,안산과천선,경기도 안양시 동안구 흥안대로 529,37.401901,126.976718,
평촌역,안산과천선,경기도 안양시 동안구 부림로 지하 123,37.394346,126.963881,
범계역,안산과천선,경기도 안양시 동안구 동안로 지하 130,37.389783,126.950752,
판교역,경강선,경기도 성남시 분당구 판교역로 160,37.394798,127.111135,
이매역,경강선,경기도 성남시 분당구 성남대로 738,37.394736,127.127048,
삼동역,경강선,경기도 광주시 순암로 451,37.408731,127.203447,
경기광주역,경강선,경기도 광주시 광주역로 10 경기광주역사,37.398974,127.253201,
초월역,경강선,경기도 광주시 초월읍 경충대로 1066,37.373389,127.299996,
성남역,경강선,경기도 성남시 분당구 백현동 545-1,37.394709,127.11949,
구로역,경부선,서울시 구로구 구로중앙로 174,37.503178,126.882037,
가산디지털단지역,경부선,서울시 금천구 벚꽃로 309,37.481568,126.882628,
금천구청역,경부선,서울시 금천구 시흥대로 63길 91,37.45576,126.894344,
석수역,경부선,경기도 안양시 만안구 경수대로 1431,37.435161,126.902233,
관악역,경부선,경기도 안양시 만안구 경수대로 1273번길 46,37.419578,126.908476,
안양역,경부선,경기도 안양시 만안구 만안로 232,37.401929,126.922647,
명학역,경부선,경기도 안양시 만안구 만안로 20,37.384435,126.935579,
금정역,경부선,경기도 군포시 군포로 750,37.371957,126.943411,
금정역,안산과천선,경기도 군포시 군포로 750,37.371957,126.943611,
군포역,경부선,경기도 군포시 군포역1길 27,37.353732,126.948517,
의왕역,경부선,경기도 의왕시 철도박물관로 66(삼동),37.320648,126.948099,
성균관대역,경부선,경기도 수원시 장안구 서부로 2149,37.300344,126.970861,
독산역,경부선,서울시 금천구 벚꽃로 115,37.465994,126.889508,
당정역,경부선,경기도 군포시 당정역로 91,37.34338,126.948388,
광명역,경부선,경기도 광명시 광명역로 21,37.415995,126.884523,
산본역,안산과천선,경기도 군포시 번영로 504,37.358019,126.932969,
대야미역,안산과천선,경기도 군포시 대야1로 28,37.328304,126.917161,
반월역,안산과천선,경기도 안산시 상록구 건건로 119-10,37.312244,126.903684,
상록수역,안산과천선,경기도 안산시 상록구 상록수로 61,37.302845,126.866533,
한대앞역,수인선,경기도 안산시 상록구 충장로 337,37.309985,126.853506,
한대앞역,안산과천선,경기도 안산시 상록구 충장로 337,37.309685,126.853656,
중앙역,수인선,경기도 안산시 단원구 중앙대로 918,37.316055,126.838532,
중앙역,안산과천선,경기도 안산시 단원구 중앙대로 918,37.316055,126.838532,
고잔역,수인선,경기도 안산시 단원구 중앙대로 784,37.316821,126.823094,
고잔역,안산과천선,경기도 안산시 단원구 중앙대로 784,37.316821,126.823094,
초지역,수인선,경기도 안산시 단원구 중앙대로 620,37.320583,126.806151,
초지역,안산과천선,경기도 안산시 단원구 중앙대로 620,37.320583,126.806151,
안산역,수인선,경기도 안산시 단원구 중앙대로 462,37.327006,126.788748,
안산역,안산과천선,경기도 안산시 단원구 중앙대로 462,37.327006,126.788748,
능길역,수인선,경기도 안산시 단원구 황고개로 2,37.337488,126.767306,
능길역,안산과천선,경기도 안산시 단원구 황고개로 2,37.337488,126.767306,
정왕역,수인선,경기도 시흥시 마유로 418길 15,37.351816,126.742844,
정왕역,안산과천선,경기도 시흥시 마유로 418길 15,37.351816,126.742844,
오이도역,수인선,경기도 시흥시 역전로 430,37.361773,126.738437,
오이도역,안산과천선,경기도 시흥시 역전로 430,37.361773,126.738437,
수리산역,안산과천선,경기도 군포시 번영로 385,37.350297,126.925537,
개봉역,경인선,서울시 구로구 경인로 40길 47,37.494698,126.858504,
오류동역,경인선,서울시 구로구 경인로 20길 13,37.4944,126.844551,
역곡역,경인선,경기도 부천시 원미구 역곡로 1(역곡동),37.48514,126.811622,
부천역,경인선,경기도 부천시 소사구 부천로 1,37.484066,126.782779,
송내역,경인선,경기도 부천시 소사구 송내대로 43,37.487626,126.753045,
부평역,경인선,인천시 부평구 광장로 16,37.489457,126.724584,
백운역,경인선,인천시 부평구 마장로 55번길 14,37.483301,126.707179,
동암역,경인선,인천시 부평구 동암광장로 10,37.470835,126.703016,
구일역,경인선,서울시 구로구 구일로 133,37.495973,126.869201,
부개역,경인선,인천시 부평구 수변로 22,37.488479,126.740549,
온수역,경인선,서울시 구로구 부일로 872,37.492267,126.823399,
중동역,경인선,경기도 부천시 소사구 중동로 73,37.486664,126.764474,
서울숲역,분당선,서울시 성동구 왕십리로 지하 77,37.543647,127.044686,
압구정로데오역,분당선,서울시 강남구 압구정동 495(강남구 압구정로 지하 402),37.527385,127.040555,
강남구청역,분당선,서울시 강남구 학동로 지하 364,37.516572,127.041575,
선정릉역,분당선,서울시 강남구 선릉로 지하 580(삼성동),37.510775,127.043717,
가천대역,분당선,경기도 성남시 수정구 성남대로 1332,37.448784,127.126677,
태평역,분당선,경기도 성남시 수정구 성남대로 지하 1229번지,37.439842,127.127746,
모란역,분당선,경기도 성남시 중원구 성남대로 지하 1147(성남동 1575),37.432124,127.129064,
야탑역,분당선,경기도 성남시 성남대로 지하 903(야탑동 688-1),37.41132,127.128661,
서현역,분당선,경기도 성남시 분당구 성남대로 지하 601,37.384931,127.123249,
수내역,분당선,경기도 성남시 분당구 성남대로 지하 491(수내동),37.378435,127.114216,
정자역,분당선,경기도 성남시 분당구 성남대로 지하 333(정자동),37.366037,127.108091,
미금역,분당선,경기도 성남시 수정구 성남대로 지하 156,37.350078,127.108952,
오리역,분당선,경기도 성남시 분당구 성남대로 지하 55(구미동 795),37.339832,127.108985,
이매역,분당선,경기도 성남시 성남대로 지하 738,37.395846,127.128272,
보정역,분당선,경기도 용인시 기흥구 용구대로 2560  _x000D_,37.31274,127.108219,
죽전역,분당선,경기도 용인시 수지구 포은대로 530(죽전동 1014),37.324575,127.107385,
달월역,수인선,경기도 시흥시 서해안로 736번길 55(월곶동),37.379993,126.745431,
월곶역,수인선,경기도 시흥시 월곶중앙로 14번길 56,37.39189,126.742741,
소래포구역,수인선,인천시 남동구 소래역로 51,37.400963,126.733533,
인천논현역,수인선,인천시 남동구 청능대로 567,37.400641,126.722495,
호구포역,수인선,인천시 남동구 호구포로 205,37.401622,126.708682,
방학역,경원선,서울시 도봉구 도봉로 150다길 3,37.667471,127.044295,
도봉역,경원선,서울시 도봉구 도봉로 170길 2,37.679441,127.045521,
도봉산역,경원선,서울시 도봉구 도봉로 964-33,37.689603,127.046047,
망월사역,경원선,경기도 의정부시 평화로 221,37.710499,127.047361,
회룡역,경원선,경기도 의정부시 평화로 363,37.724037,127.047319,
의정부역,경원선,경기도 의정부시 평화로 525,37.73873,127.045891,
가능역,경원선,경기도 의정부시 평화로 633,37.748362,127.044251,
녹양역,경원선,경기도 의정부시 평화로 757(녹양동 973),37.759416,127.042272,
양주역,경원선,경기도 양주시 평화로 919(남방동 94-1),37.774281,127.044719,
원흥역,일산선,"경기도 고양시 덕양구 권율대로 681 (원흥동, 원흥역) 원흥역",37.650709,126.873239,
지축역,일산선,경기도 고양시 덕양구 삼송로 300(지축동),37.648114,126.913746,
삼송역,일산선,경기도 고양시 덕양구 삼송로 194,37.653096,126.895559,
원당역,일산선,경기도 고양시 덕양구 덕양대로 1429(성사1동 4100-7),37.653103,126.842891,
화정역,일산선,경기도 고양시 덕양구 화정로 60 화정역,37.634708,126.832503,
대곡역,경의중앙선,경기도 고양시 덕양구 대주로 107번길 71-81(대장동 420-1),37.631629,126.810225,
대곡역,서해선,경기도 고양시 덕양구 대주로 107번길 71-81(대장동 420-1),37.631629,126.809802,
대곡역,일산선,경기도 고양시 덕양구 대주로 107번길 71-81(대장동 420-1),37.631629,126.811025,
백석역,일산선,경기도 고양시 일산동구 중앙로 1042,37.642973,126.788109,
마두역,일산선,경기도 고양시 일산동구 중앙로 지하 1180(마두동),37.652185,126.777641,
정발산역,일산선,경기도 고양시 일산동구 마두 1동 1123(일산동구 중앙로 1270),37.659709,126.773254,
주엽역,일산선,경기도 고양시 일산서구 중앙로 1432(주엽동 166-7),37.670138,126.761232,
대화역,일산선,경기도 고양시 일산서구 중앙로 1569(대화동 2221),37.675883,126.747756,
김포공항역,서해선,서울특별시 강서구 하늘길 지하 77,37.5621179,126.804056,강서구
원종역,서해선,경기도 부천시 원종동 404,37.5240628,126.8048386,
부천종합운동장역,서해선,경기도 부천시 길주로 지하 502,37.505852,126.797498,
소사역,경인선,경기도 부천시 소사구 경인로 363,37.482755,126.795654,
소사역,서해선,경기도 부천시 소사구 경인로 363,37.482755,126.7950654,
소새울역,서해선,경기도 부천시 소사로 지하 284,37.4685046,126.797228,
시흥대야역,서해선,경기도 부천시 소사로 지하 120,37.4504787,126.793142,
신천역,서해선,경기도 시흥시 서해안로 지하 1670,37.4391147,126.786835,
신현역,서해선,경기도 시승시 신현로 12번길 지하 2-10,37.4091399,126.78788,
시흥시청역,서해선,경기도 시흥시 시흥대로 지하 467,37.3814109,126.805946,
시흥능곡역,서해선,경기도 시흥시 시흥대로 지하 327,37.3699903,126.808594,
달미역,서해선,경기도 안산시 단원구 순환로 지하 160,37.3490003,126.809318,
선부역,서해선,경기도 안산시 단원구 선부광장로 34,37.33459,126.81,
초지역,서해선,경기도 안산시 단원구 중앙대로 620,37.320083,126.808051,
시우역,서해선,경기도 안산시 단원구 동산로 지하 50,37.3130967,126.795503,
원시역,서해선,경기도 안산시 단원구 선단로 지하 70,37.302654,126.7867897,
