name,park_type,address,latitude,longitude,park_area,district_name
국지,어린이공원,서울특별시 관악구 국회단지19길 23,37.490053,126.940606,1650.0,관악구
난우,어린이공원,서울특별시 관악구 난곡로61길 1,37.48039993,126.913959,960.0,관악구
약수암,어린이공원,서울특별시 관악구 약수암길 33,37.459512,126.932978,1680.0,관악구
밤골,어린이공원,서울특별시 관악구 인헌3가길 8,37.473919,126.967365,1119.0,관악구
까치,어린이공원,서울특별시 관악구 행운4길 2,37.479924,126.959507,1602.0,관악구
일선,어린이공원,서울특별시 관악구 쑥고개로26길 24,37.477823,126.949514,1244.0,관악구
보명,어린이공원,서울특별시 관악구 법원단지길 158-11,37.475841,126.925639,1319.0,관악구
마로니에공원,문화공원,서울특별시 종로구 대학로 104 (동숭동),37.580336,127.002513,5802.0,종로구
북한산공원,근린공원,서울특별시 종로구 북악산로 267,37.601976,126.980549,19902.4,종로구
숭인공원,근린공원,서울특별시 종로구 동망산길 150 (숭인동),37.57756126,127.0181626,45615.0,종로구
와룡공원,근린공원,서울특별시 종로구 와룡공원길 192 (명륜3가),37.591168,126.990122,204369.0,종로구
삼청공원,근린공원,서울특별시 종로구 북촌로 134-1 (삼청동),37.58769948,126.983451,468348.2,종로구
사직공원,근린공원,서울특별시 종로구 사직로9길 7 (사직동),37.57628582,126.9682319,168099.8,종로구
탑골공원,근린공원,서울특별시 종로구 종로 99 (종로2가),37.570612,126.9880601,14808.7,종로구
원서공원,근린공원,서울특별시 종로구 창덕궁길 19 (원서동),37.578234,126.988566,10004.6,종로구
창덕공원,근린공원,서울특별시 종로구 율곡로 99 (와룡동),37.578868,126.989712,491328.0,종로구
동묘공원,역사공원,서울특별시 종로구 난계로27길 84 (숭인동),37.573162,127.018284,8450.0,종로구
경희궁공원,역사공원,서울특별시 종로구 새문안로 55 (신문로2가),37.57176907,126.9679849,100930.0,종로구
신문로공원,어린이공원,서울특별시 종로구 신문로2가 160-1,37.569026,126.9724105,665.0,종로구
지봉골공원,어린이공원,서울특별시 종로구 지봉로13길 14 (창신동),37.578947,127.014468,2508.0,종로구
경학공원,어린이공원,서울특별시 종로구 성균관로5길 25-13 (명륜3가),37.584487,126.996902,3269.0,종로구
새마을공원,어린이공원,서울특별시 종로구 평창길 14-9 (평창동),37.606448,126.964642,397.0,종로구
명륜공원,어린이공원,서울특별시 종로구 혜화로9길 24-9 (명륜1가),37.588055,126.998279,1149.5,종로구
낙산공원,어린이공원,서울특별시 종로구 창신길 210-11 (창신동),37.579546,127.010184,660.0,종로구
서린공원,소공원,서울특별시 종로구 종로 30-1 (서린동),37.569989,126.980784,1398.0,종로구
