admin_code,admin_name,district_name,area_km2,station_count,station_density,bus_stop_count,bus_stop_density,hospital_count,hospital_density,school_count,school_density,mart_count,mart_density,convenience_count,convenience_density,laundry_count,laundry_density,academy_count,academy_density,park_count,park_density,park_area_sum,park_area_ratio
11290725,월곡2동,성북구,1.3649007699631681,2.0,1.4653079872275037,27,19.7816578275713,33.0,24.17758178925381,1.0,0.7326539936137518,15,10.989809904206279,25,18.316349840343797,11,8.05919392975127,70,51.28577955296263,0.0,0.0,0.0,0.0
11290760,장위1동,성북구,0.7085460114746902,0.0,0.0,33,46.5742513055961,12.0,16.936091383853128,2.0,2.8226818973088545,19,26.815478024434118,16,22.581455178470836,16,22.581455178470836,50,70.56704743272137,0.0,0.0,0.0,0.0
11290770,장위2동,성북구,0.6798937571738605,1.0,1.4708180350952729,30,44.124541052858184,21.0,30.887178737000728,2.0,2.9416360701905457,22,32.357996772096,8,11.766544280762183,9,13.237362315857455,29,42.653723017762914,0.0,0.0,0.0,0.0
11290780,장위3동,성북구,0.6526011573831904,0.0,0.0,34,52.09920272947982,13.0,19.920283396565814,3.0,4.596988476130572,10,15.323294920435242,8,12.258635936348194,5,7.661647460217621,37,56.69619120561039,0.0,0.0,0.0,0.0
11290810,석관동,성북구,1.7050607687541335,1.0,0.586489360570232,30,17.594680817106962,43.0,25.219042504519976,4.0,2.345957442280928,25,14.6622340142558,28,16.421702095966495,19,11.143297850834408,77,45.159680763907865,1.0,0.586489360570232,329290.0,0.1931250815421717
11305534,삼양동,강북구,0.9240917960840105,3.0,3.246430725511241,29,31.382163679941996,43.0,46.53217373232779,4.0,4.328574300681654,25,27.05358937926034,11,11.903579326874551,8,8.657148601363309,58,62.76432735988399,0.0,0.0,0.0,0.0
11305535,미아동,강북구,0.8412044483257735,1.0,1.1887716499719814,27,32.096834549243496,59.0,70.1375273483469,2.0,2.3775432999439627,29,34.474377849187455,26,30.908062899271513,12,14.265259799663776,60,71.32629899831888,0.0,0.0,0.0,0.0
11305545,송중동,강북구,1.0757956471727483,1.0,0.9295445679000993,58,53.91358493820576,61.0,56.70221864190606,4.0,3.7181782716003973,31,28.815881604903076,25,23.238614197502482,16,14.872713086401589,116,107.82716987641152,0.0,0.0,0.0,0.0
11305555,송천동,강북구,0.9299129535747184,0.0,0.0,18,19.356650459384856,49.0,52.693104028325436,6.0,6.452216819794952,21,22.58275886928233,21,22.58275886928233,15,16.130542049487378,60,64.52216819794951,0.0,0.0,0.0,0.0
11305575,삼각산동,강북구,0.6219109244105985,0.0,0.0,22,35.374840891965334,29.0,46.63047208486339,3.0,4.823841939813454,16,25.727157012338424,9,14.471525819440364,8,12.863578506169212,78,125.41989043514981,0.0,0.0,0.0,0.0
11305595,번1동,강북구,0.6270358181653735,1.0,1.5948052264795207,23,36.68052020902898,56.0,89.30909268285316,2.0,3.1896104529590414,23,36.68052020902898,29,46.2493515679061,11,17.542857491274727,52,82.92987177693507,0.0,0.0,0.0,0.0
11305603,번2동,강북구,0.9742975757657605,0.0,0.0,42,43.10797957902093,12.0,12.31656559400598,1.0,1.026380466167165,5,5.131902330835825,7,7.184663263170155,5,5.131902330835825,9,9.237424195504484,0.0,0.0,0.0,0.0
11305608,번3동,강북구,1.0811765976372387,0.0,0.0,35,32.37213983033636,17.0,15.723610774734802,2.0,1.849836561733506,8,7.399346246934024,9,8.324264527800777,5,4.624591404333765,35,32.37213983033636,0.0,0.0,0.0,0.0
11215840,자양3동,광진구,1.1964191217709081,0.0,0.0,20,16.716549941459082,32.0,26.74647990633453,4.0,3.3433099882918165,12,10.029929964875448,24,20.059859929750896,13,10.865757461948403,115,96.12016216338972,1.0,0.8358274970729541,985.9,0.0008240423293642254
11215847,자양4동,광진구,1.18002282066059,1.0,0.8474412379924896,12,10.169294855909875,54.0,45.76182685159444,1.0,0.8474412379924896,27,22.88091342579722,33,27.96556085375216,10,8.474412379924896,81,68.64274027739165,1.0,0.8474412379924896,993.1,0.0008415938934503416
11215850,구의1동,광진구,0.5653131340590513,1.0,1.7689311281692994,13,22.996104666200893,34.0,60.14365835775618,2.0,3.537862256338599,16,28.30289805070879,21,37.14755369155529,15,26.53396692253949,96,169.81738830425275,0.0,0.0,0.0,0.0
11215860,구의2동,광진구,1.3880407470235878,0.0,0.0,20,14.408798908019468,35.0,25.21539808903407,2.0,1.440879890801947,14,10.086159235613628,18,12.967919017217522,11,7.924839399410708,79,56.914755686676905,1.0,0.7204399454009734,788.1,0.0005677787209705072
11215870,구의3동,광진구,1.0275613167648772,1.0,0.9731779346738647,23,22.383092497498886,62.0,60.33703194977961,1.0,0.9731779346738647,25,24.329448366846616,30,29.19533804021594,14,13.624491085434105,222,216.04550149759797,5.0,4.865889673369323,14415.2,0.014028554563910695
11230536,용신동,동대문구,1.618399268124438,5.0,3.0894724796770934,39,24.097885341481327,70.0,43.252614715479304,3.0,1.853683487806256,60,37.07366975612512,48,29.658935804900096,26,16.065256894320886,119,73.52944501631482,0.0,0.0,0.0,0.0
11230545,제기동,동대문구,1.1817046582584771,0.0,0.0,27,22.848348621889095,78.0,66.00634046323516,5.0,4.231175670720202,56,47.38916751206627,29,24.540818890177174,12,10.154821609728486,87,73.62245667053153,0.0,0.0,0.0,0.0
11230560,전농1동,동대문구,1.1266952809677206,2.0,1.7751028461592528,31,27.51409411546842,53.0,47.0402254232202,2.0,1.7751028461592528,28,24.85143984622954,26,23.076337000070286,18,15.975925615433276,99,87.86759088488301,0.0,0.0,0.0,0.0
11230570,전농2동,동대문구,0.9775676007365407,0.0,0.0,12,12.275365909179778,27.0,27.6195732956545,9.0,9.206524431884834,12,12.275365909179778,13,13.298313068278093,12,12.275365909179778,80,81.83577272786519,0.0,0.0,0.0,0.0
